Ontology,Ontology is the best,TRUE
\\,a,FALSE
\\,\,TRUE
.,,FALSE
[abc.],d.d,TRUE
"[\\,]",abc\,TRUE
"[\\,]","a,b,c",TRUE
[.],abc.,TRUE
a[bc]d,dddacdd,TRUE
a[bc]d,cdd,FALSE
a[bc],aaaaaaaab,TRUE
a[b]d[d],abcdabcd,FALSE
^abc,ababcddd,FALSE
^abc,abcdd,TRUE
^a?bc,bcddabcdabcdabcdabcd,TRUE
^a?bc,abcdd,TRUE
^a?bc,aabcdddd,FALSE
aaa$,aaa,TRUE
a+$,a,TRUE
a+$,abaa,TRUE
a+$,abcd,FALSE
[abc]?def,adef,TRUE
[abc]?def,def,TRUE
[abc]?def,aadef,TRUE
[abc]?def,aaaaadef,TRUE
[abc]?def,afed,FALSE
[abc]?def,defddd,TRUE
a[abc]?def,adef,TRUE
a[abc]?def,abcdef,FALSE
a[abc]?def,aaacdef,TRUE
[abc]*def,def,TRUE
[abc]*def,adef,TRUE
[abc]*def,abcdef,TRUE
[abc]*def,aadef,TRUE
[abc]*def,aaaadef,TRUE
[abc]*def,adefddd,TRUE
[abc]*def,defdddd,TRUE
a[abc]*def,adef,TRUE
a[abc]*def,aabdef,TRUE
a[abc]*def,aaacdef,TRUE
a[abc]*def,abcddef,FALSE
[abc]+def,def,FALSE
[abc]+def,aadef,TRUE
[abc]+def,aaaadef,TRUE
[abc]+def,adef,TRUE
[abc]+def,defdddd,FALSE
a[abc]+def,adef,FALSE
a[abc]+def,abcdef,TRUE
a[abc]+def,aabcdef,TRUE
^a,bac,FALSE
a$,abc,FALSE
^$,,TRUE
^[^abc]?def,def,TRUE
^[^abc]*def,def,TRUE
^[^abc]*def,xdef,TRUE
^[^abc]*def,xxdef,TRUE
^[^abc]+def,def,FALSE
^[^abc]+def,xdef,TRUE
^[^abc]+def,xxdef,TRUE
a,bbbbbbbbbbbbbbbbbbbbbbb,FALSE
abc,abcddddddddddddddddddd,TRUE
aaa,aabaabaabaabaabaabaaadd,TRUE
.,abcddddddddddddddddddd,TRUE
[a],bbbabcdddddddddddddddd,TRUE
[abc],bdddddddddddddddddd,TRUE
[abc],dddddddddddddddddd,FALSE
[ab]cd,aaaaaaaaaaabbbbbbbbbcd,TRUE
[ab]cd,bcddddddddddddddddddd,TRUE
[ab]cd,aaaaabbbbbxccccccdddddd,FALSE
a[bc]d,dddabcddabcdabcdabcdabc,FALSE
aaa$,aaaaaaaaaaaaaaaaaaaaabaa,FALSE
[abc]?def,aaaabbbbbbbddddddfabcdef,TRUE
[abc]?def,abcdeabcdeabcedabcdeabcdef,TRUE
[abc]?def,fffeeeaaaaaccccccddeeadefdd,TRUE
[abc]?def,effffffeeccsssseeeeeabcde,FALSE
a[abc]?def,abbbdeeffffedefdefaaabdef,TRUE
a[abc]?def,ccccddddeeeffffaabcdef,FALSE
[abc]*def,aaaaacccccddddabcde,FALSE
[abc]*def,abcdeabcdeabcdef,TRUE
[abc]*def,aaaaacccccdddddafed,FALSE
a[abc]*def,fffffeeeeecccddddabcdef,TRUE
a[abc]*def,xxxeeeeffffdefaaabbaabcdef,TRUE
[abc]+def,aaaaabbbbbbccccccadef,TRUE
[abc]+def,abcdeffffaaacceeff,TRUE
[abc]+def,abcdeddddeffffeeee,FALSE
[abc]+def,abcdeabcdeabcdef,TRUE
[abc]+def,feeeeecccddddadefddd,TRUE
a[abc]+def,aaccccddddefffffabdef,TRUE
a[abc]+def,ffeeeeecccddddddaaacdef,TRUE
^a,abcddddddddddddddddddd,TRUE
a$,cbadddddddddddddddddda,TRUE
^$,aabbbccccdddddeeeeeefffffff,FALSE
^[^abc]?def,xdefaaaabbbbbccccdddef,TRUE
^[^abc]?def,xxdefaaabbbbbccccdddef,FALSE
[abcde]*a+b?,a,TRUE
[abcde]*a+b?,ab,TRUE
[abcde]*a+b?,abc,TRUE
[abcde]*a+b?,abcd,TRUE
[abcde]*a+b?,abcde,TRUE
[abcde]*a+b?,abcdef,TRUE
[abcde]*a+b?,bcdefa,TRUE
[abcde]*a+b?,bcdefg,FALSE
[abcde]+a*b?,a,TRUE
[abcde]+a*b?,ab,TRUE
[abcde]+a*b?,abc,TRUE
[abcde]+a*b?,abcd,TRUE
[abcde]+a*b?,abcde,TRUE
[abcde]+a*b?,abcdef,TRUE
[abcde]+a*b?,bhijklmn,TRUE
[abcde]+a*b?,zzzzzzzzz,FALSE
[abcde]?a*b+,a,FALSE
[abcde]?a*b+,ab,TRUE
[abcde]?a*b+,abc,TRUE
[abcde]?a*b+,abcd,TRUE
[abcde]?a*b+,abcde,TRUE
[abcde]?a*b+,bhijklmn,TRUE
[abcde]?a*b+,zzzzzzzzz,FALSE
[ab]?[cd].e.f+g$,cxeyfg,TRUE
[ab]?[cd].e.f+g$,aaaaaacxeydfg,FALSE
[ab]?[cd].e.f+g$,aaaabbbbcceeffg,TRUE
[ab]?[cd].e.f+g$,cceefffffffffffg,TRUE
[ab]?[cd].e.f+g,cceeffhhgg,FALSE
[ab]?[cd].e.f+g,dxeyffffffg,TRUE
[ab]?[cd].e.f+g$,bbbbaaaadxeyffg,TRUE
[ab]?[cd].e.f+g$,ababababcdcdcdcdexg,FALSE
[ab]?[cd].e.f+g$,abcdefghijk,FALSE
[ab]?[cd].e.f+g$,*ac?e.fg,TRUE
[ab]?[cd].e.f+g,01234567abcdeeffgghhii,TRUE
